Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.0,0.0,0.0,81.0
Fibroblasts,0.18271827182718273,0.9950980392156863,0.308745247148289,204.0
Lymphoid,0.8880813953488372,0.9967373572593801,0.9392774788624135,613.0
Malignant,0.0,0.0,0.0,47384.0
Myeloid,0.0,0.0,0.0,684.0
Non neoplastic,0.0,0.0,0.0,0.0
Other/unknown,0.0,0.0,0.0,6157.0
Other_non_neoplastic,0.0,0.0,0.0,67.0
