Cell_Type_L3,precision,recall,f1_score,support
Epithelial_non_malignant,0.0,0.0,0.0,0.0
Fibroblasts,1.0,1.0,1.0,2032.0
Lymphoid,0.6596009975062345,1.0,0.7948910593538693,529.0
Malignant,0.0,0.0,0.0,1909.0
Myeloid,0.9961952026468156,0.9849525678770036,0.9905419853606382,6114.0
Other_non_neoplastic,0.0,0.0,0.0,204.0
