Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.9976783779600681,0.9978328173374613,0.9977555916724712,6460.0
Epithelial_non_malignant,0.0,0.0,0.0,313.0
Fibroblasts,0.9867119901112484,0.838277763192439,0.906458481192335,3809.0
Lymphoid,0.0,0.0,0.0,33897.0
Malignant,0.0,0.0,0.0,11400.0
Myeloid,0.0,0.0,0.0,5911.0
Non neoplastic,0.0,0.0,0.0,0.0
Other/unknown,0.0,0.0,0.0,805.0
Other_non_neoplastic,0.0,0.0,0.0,105.0
