Cell_Type_L3,precision,recall,f1_score,support
Lymphoid,0.32257832710549006,1.0,0.4878022276555284,8978.0
Malignant,0.0,0.0,0.0,18854.0
Myeloid,0.11127625842251287,1.0,0.2002674988854213,2246.0
Other_non_neoplastic,0.0,0.0,0.0,17938.0
