Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.0,0.0,0.0,65.0
Epithelial_non_malignant,0.0,0.0,0.0,3861.0
Fibroblasts,0.0,0.0,0.0,1927.0
Lymphoid,0.0,0.0,0.0,1262.0
Malignant,0.0,0.0,0.0,32784.0
Myeloid,0.0,0.0,0.0,296.0
Non neoplastic,0.0,0.0,0.0,0.0
Other_non_neoplastic,0.0,0.0,0.0,1534.0
