Cell_Type_L3,precision,recall,f1_score,support
Lymphoid,1.0,1.0,1.0,10.0
Malignant,0.0,0.0,0.0,5097.0
Myeloid,0.9137323943661971,1.0,0.9549218031278749,1038.0
Other_non_neoplastic,0.01886429258902791,0.5,0.036356891114820995,196.0
