Cell_Type_L3,precision,recall,f1_score,support
Endothelial,1.0,1.0,1.0,134.0
Epithelial_non_malignant,0.0,0.0,0.0,0.0
Fibroblasts,1.0,1.0,1.0,1780.0
Lymphoid,1.0,1.0,1.0,430.0
Malignant,0.0,0.0,0.0,10993.0
Myeloid,1.0,1.0,1.0,1589.0
