Cell_Type_L3,precision,recall,f1_score,support
Endothelial,1.0,1.0,1.0,3381.0
Epithelial_non_malignant,1.0,1.0,1.0,13426.0
Fibroblasts,1.0,1.0,1.0,2257.0
Lymphoid,1.0,1.0,1.0,68204.0
Malignant,1.0,1.0,1.0,9268.0
Myeloid,1.0,1.0,1.0,21092.0
Other_non_neoplastic,1.0,1.0,1.0,665.0
