Cell_Type_L3,precision,recall,f1_score,support
Endothelial,1.0,1.0,1.0,6460.0
Epithelial_non_malignant,0.025003994248282473,1.0,0.048788091341282834,313.0
Fibroblasts,1.0,1.0,1.0,3809.0
Lymphoid,1.0,1.0,1.0,33897.0
Malignant,0.0,0.0,0.0,11400.0
Myeloid,1.0,1.0,1.0,5911.0
Other_non_neoplastic,1.0,0.11538461538461539,0.20689655172413793,910.0
