True_Label,Endothelial,Epithelial_non_malignant,Fibroblasts,Lymphoid,Malignant,Myeloid,Non neoplastic,Other/unknown
Endothelial,0,0,0,47,0,0,2559,0
Epithelial_non_malignant,0,0,0,22,0,0,2553,0
Fibroblasts,0,0,0,14,0,0,773,0
Lymphoid,0,0,0,10006,0,0,38520,0
Malignant,0,0,0,0,0,0,3763,0
Myeloid,0,0,0,48,0,0,6039,0
Non neoplastic,0,0,0,0,0,0,0,0
Other/unknown,0,0,0,222,0,0,7330,0
