Cell_Type_L3,precision,recall,f1_score,support
Endothelial,1.0,1.0,1.0,62.0
Fibroblasts,1.0,1.0,1.0,56.0
Lymphoid,1.0,1.0,1.0,2603.0
Malignant,1.0,1.0,1.0,1257.0
Myeloid,0.17841079460269865,1.0,0.30279898218829515,119.0
Other_non_neoplastic,0.0,0.0,0.0,548.0
