Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.0,0.0,0.0,478.0
Epithelial_non_malignant,0.0,0.0,0.0,122.0
Fibroblasts,0.0,0.0,0.0,1263.0
Lymphoid,0.9993127147766323,0.2810204870506378,0.43867853371549254,5174.0
Malignant,0.0,0.0,0.0,11075.0
Myeloid,0.0,0.0,0.0,2515.0
Other_non_neoplastic,0.0,0.0,0.0,1030.0
