Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.9959919839679359,1.0,0.9979919678714859,497.0
Fibroblasts,0.06258357849692431,0.9790794979079498,0.11764705882352941,239.0
Lymphoid,1.0,0.048761609907120744,0.0929889298892989,1292.0
Malignant,0.0,0.0,0.0,12694.0
Myeloid,0.0,0.0,0.0,1403.0
Non neoplastic,0.0,0.0,0.0,0.0
