Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.0,0.0,0.0,134.0
Fibroblasts,0.0,0.0,0.0,1780.0
Lymphoid,0.0,0.0,0.0,430.0
Malignant,0.0,0.0,0.0,10993.0
Myeloid,0.0,0.0,0.0,1589.0
Other_non_neoplastic,0.0,0.0,0.0,0.0
