Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.09996508786221343,0.9587053571428571,0.18105174412477607,896.0
Epithelial_non_malignant,0.0,0.0,0.0,276.0
Fibroblasts,0.20119170669422995,0.9895334928229665,0.3343944217068364,3344.0
Lymphoid,0.0,0.0,0.0,21107.0
Malignant,0.0,0.0,0.0,91525.0
Myeloid,0.0,0.0,0.0,18117.0
Non neoplastic,0.0,0.0,0.0,0.0
Other_non_neoplastic,0.0,0.0,0.0,1708.0
