Cell_Type_L3,precision,recall,f1_score,support
Endothelial,1.0,1.0,1.0,99.0
Epithelial_non_malignant,0.012269938650306749,1.0,0.024242424242424242,34.0
Lymphoid,1.0,1.0,1.0,10169.0
Malignant,0.0,0.0,0.0,2737.0
Myeloid,1.0,1.0,1.0,3340.0
Other_non_neoplastic,1.0,1.0,1.0,119.0
