Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.0,0.0,0.0,65.0
Epithelial_non_malignant,0.0,0.0,0.0,3861.0
Fibroblasts,0.6247563352826511,0.9979242345614946,0.7684315684315685,1927.0
Lymphoid,1.0,1.0,1.0,1262.0
Malignant,0.8854796888504753,1.0,0.9392619757047903,32784.0
Myeloid,1.0,1.0,1.0,296.0
Other_non_neoplastic,0.0,0.0,0.0,1534.0
