Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.9735294117647059,0.742152466367713,0.8422391857506362,446.0
Fibroblasts,0.7015873015873015,1.0,0.8246268656716418,221.0
Lymphoid,0.0,0.0,0.0,71.0
Malignant,0.0,0.0,0.0,1625.0
Myeloid,0.0,0.0,0.0,268.0
Non neoplastic,0.0,0.0,0.0,0.0
Other/unknown,0.0,0.0,0.0,378.0
Other_non_neoplastic,0.0,0.0,0.0,9.0
