Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.7512941176470588,0.982310413782495,0.8514099060062662,6501.0
Epithelial_non_malignant,0.0,0.0,0.0,7561.0
Fibroblasts,0.0,0.0,0.0,3076.0
Lymphoid,0.0,0.0,0.0,89066.0
Malignant,0.0,0.0,0.0,5715.0
Myeloid,0.0,0.0,0.0,41582.0
Non neoplastic,0.0,0.0,0.0,0.0
Other/unknown,0.0,0.0,0.0,13782.0
