Cell_Type_L3,precision,recall,f1_score,support
Endothelial,1.0,1.0,1.0,81.0
Fibroblasts,1.0,1.0,1.0,204.0
Lymphoid,1.0,1.0,1.0,613.0
Malignant,0.0,0.0,0.0,47384.0
Myeloid,0.09998538225405643,1.0,0.18179401993355482,684.0
Other_non_neoplastic,0.0014119828876103771,0.010764781491002571,0.002496506753609688,6224.0
