Cell_Type_L3,precision,recall,f1_score,support
Endothelial,1.0,1.0,1.0,471.0
Epithelial_non_malignant,0.0,0.0,0.0,206.0
Fibroblasts,1.0,1.0,1.0,1444.0
Lymphoid,1.0,1.0,1.0,68833.0
Malignant,0.0,0.0,0.0,3551.0
Myeloid,1.0,1.0,1.0,4541.0
Other_non_neoplastic,0.0,0.0,0.0,0.0
