Cell_Type_L3,precision,recall,f1_score,support
Epithelial_non_malignant,0.0,0.0,0.0,0.0
Lymphoid,1.0,1.0,1.0,5310.0
Malignant,1.0,1.0,1.0,12124.0
Myeloid,1.0,1.0,1.0,3458.0
Other_non_neoplastic,0.0,0.0,0.0,10484.0
