Cell_Type_L3,precision,recall,f1_score,support
Fibroblasts,1.0,1.0,1.0,23.0
Lymphoid,1.0,1.0,1.0,137.0
Malignant,1.0,1.0,1.0,317.0
Myeloid,1.0,1.0,1.0,38.0
