Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.0,0.0,0.0,2606.0
Epithelial_non_malignant,1.0,1.0,1.0,2575.0
Fibroblasts,1.0,0.5514612452350699,0.7108927108927109,787.0
Lymphoid,0.8192669379210211,1.0,0.9006561058678323,48526.0
Malignant,0.8503954802259887,1.0,0.9191499755740108,3763.0
Myeloid,1.0,0.8593724330540496,0.924368262943983,6087.0
Other_non_neoplastic,0.0,0.0,0.0,7552.0
