Cell_Type_L3,precision,recall,f1_score,support
Lymphoid,0.0,0.0,0.0,5310.0
Malignant,0.0,0.0,0.0,12124.0
Myeloid,0.0,0.0,0.0,3458.0
Other_non_neoplastic,0.334140744518103,1.0,0.5009077878643096,10484.0
