Cell_Type_L3,precision,recall,f1_score,support
Lymphoid,0.67001503097848,1.0,0.8024059886286304,36552.0
Malignant,0.0,0.0,0.0,17267.0
Myeloid,1.0,0.9652761373836632,0.9823313060410106,21167.0
