Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.4472573839662447,0.7910447761194029,0.5714285714285714,134.0
Fibroblasts,0.46475409836065573,0.6370786516853932,0.5374407582938389,1780.0
Lymphoid,0.0,0.0,0.0,430.0
Malignant,0.0,0.0,0.0,10993.0
Myeloid,0.9924433249370277,0.9918187539332913,0.9921309411394397,1589.0
Non neoplastic,0.0,0.0,0.0,0.0
Other_non_neoplastic,0.0,0.0,0.0,0.0
