Cell_Type_L3,precision,recall,f1_score,support
Lymphoid,0.0,0.0,0.0,0.0
Malignant,0.0,0.0,0.0,2259.0
Myeloid,0.0,0.0,0.0,96.0
Other_non_neoplastic,0.09313528703331996,1.0,0.17040029379361,232.0
