Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.9628942486085343,0.9904580152671756,0.9764816556914393,3144.0
Fibroblasts,0.05654048873981792,0.30614009801095415,0.09545209419378034,3469.0
Lymphoid,0.0,0.0,0.0,4635.0
Malignant,0.0,0.0,0.0,37449.0
Myeloid,0.9893533123028391,0.30545410275140006,0.4667906976744186,8214.0
Non neoplastic,0.0,0.0,0.0,0.0
Other_non_neoplastic,0.0,0.0,0.0,1932.0
