Cell_Type_L3,precision,recall,f1_score,support
Lymphoid,0.0,0.0,0.0,14453.0
Malignant,0.0,0.0,0.0,2522.0
Myeloid,0.0,0.0,0.0,550.0
Non neoplastic,0.0,0.0,0.0,0.0
Other/unknown,0.0,0.0,0.0,672.0
