Cell_Type_L3,precision,recall,f1_score,support
Lymphoid,0.0,0.0,0.0,10.0
Malignant,0.0,0.0,0.0,5097.0
Myeloid,0.0,0.0,0.0,1038.0
Non neoplastic,0.0,0.0,0.0,0.0
Other/unknown,0.0,0.0,0.0,98.0
Other_non_neoplastic,0.0,0.0,0.0,98.0
