Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.9024390243902439,1.0,0.9487179487179487,74.0
Epithelial_non_malignant,0.0,0.0,0.0,139.0
Fibroblasts,0.9351351351351351,0.9971181556195965,0.9651324965132496,347.0
Lymphoid,0.0,0.0,0.0,10.0
Malignant,0.0,0.0,0.0,2710.0
Myeloid,0.0,0.0,0.0,612.0
Non neoplastic,0.0,0.0,0.0,0.0
Other/unknown,0.0,0.0,0.0,251.0
