Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.0,0.0,0.0,495.0
Epithelial_non_malignant,0.0,0.0,0.0,287.0
Fibroblasts,0.0,0.0,0.0,883.0
Lymphoid,0.0,0.0,0.0,8308.0
Malignant,0.0,0.0,0.0,7904.0
Myeloid,0.0,0.0,0.0,6535.0
Other_non_neoplastic,0.0,0.0,0.0,0.0
