Cell_Type_L3,precision,recall,f1_score,support
Endothelial,1.0,1.0,1.0,79.0
Epithelial_non_malignant,0.0,0.0,0.0,2306.0
Fibroblasts,0.7105197087622395,1.0,0.8307647145163658,5660.0
Lymphoid,1.0,1.0,1.0,25917.0
Malignant,1.0,1.0,1.0,8806.0
Myeloid,1.0,1.0,1.0,9018.0
