Cell_Type_L3,precision,recall,f1_score,support
Endothelial,0.0,0.0,0.0,2008.0
Epithelial_non_malignant,0.0,0.0,0.0,2251.0
Fibroblasts,0.0,0.0,0.0,2910.0
Lymphoid,0.0,0.0,0.0,24720.0
Malignant,0.0,0.0,0.0,51052.0
Myeloid,0.0,0.0,0.0,3721.0
Other_non_neoplastic,0.0,0.0,0.0,0.0
